"interaction","cell1","cell2","p-value"
"ENTPD1_ADORA1","Macrophage","T Cell","0"
"ENTPD1_ADORA2A","Macrophage","NK Cell","0"
"ENTPD1_ADORA2A","NK Cell","NK Cell","0"
"ENTPD1_ADORA2A","Macrophage","T Cell","0"
"ENTPD1_ADORA2B","Macrophage","Macrophage","0"
"ENTPD1_ADORA2B","NK Cell","Macrophage","0"
"ENTPD1_TMIGD3","Macrophage","B Cell","0"
"ENTPD1_TMIGD3","Macrophage","Macrophage","0"
"ENTPD1_TMIGD3","NK Cell","Macrophage","0"
"ENTPD1_TMIGD3","Macrophage","NK Cell","0.01"
"ENTPD1_TMIGD3","Macrophage","T Cell","0"
"CD40LG_CD40","T Cell","B Cell","0"
"CD40LG_CD40","T Cell","Macrophage","0"
"CD46_JAG1","B Cell","Macrophage","0"
"CD46_JAG1","Macrophage","Macrophage","0"
"CD46_JAG1","NK Cell","Macrophage","0"
"CD46_JAG1","T Cell","Macrophage","0"
"CD80_CD28","Macrophage","NK Cell","0"
"CD80_CD28","Macrophage","T Cell","0"
"CD80_CTLA4","Macrophage","Macrophage","0"
"CD80_CTLA4","Macrophage","T Cell","0"
"CD96_NECTIN1","T Cell","B Cell","0"
"CD96_NECTIN1","NK Cell","Macrophage","0"
"CD96_NECTIN1","T Cell","Macrophage","0"
"CD96_PVR","NK Cell","Macrophage","0.01"
"CD96_PVR","T Cell","Macrophage","0"
"CD96_PVR","NK Cell","T Cell","0"
"CD96_PVR","T Cell","T Cell","0"
"CDH4_CDH4","B Cell","B Cell","0.01"
"CDH4_CDH4","Macrophage","B Cell","0.01"
"CDH4_CDH4","B Cell","Macrophage","0.01"
"CDH2_CDH2","B Cell","B Cell","0"
"CDH2_CDH2","Macrophage","B Cell","0"
"CDH2_CDH2","NK Cell","B Cell","0.01"
"CDH2_CDH2","T Cell","B Cell","0"
"CDH2_CDH2","B Cell","Macrophage","0"
"CDH2_CDH2","B Cell","NK Cell","0.01"
"CDH2_CDH2","B Cell","T Cell","0"
"CLEC2D_KLRB1B","B Cell","NK Cell","0"
"CLEC2D_KLRB1B","NK Cell","NK Cell","0"
"CLEC2D_KLRB1B","T Cell","NK Cell","0"
"CLEC2G_KLRB1","B Cell","NK Cell","0"
"CLEC2G_KLRB1","Macrophage","NK Cell","0"
"CLEC2I_KLRB1","B Cell","NK Cell","0"
"CLEC2I_KLRB1","Macrophage","NK Cell","0"
"CLEC2I_KLRB1","NK Cell","NK Cell","0"
"CLEC2I_KLRB1","T Cell","NK Cell","0"
"CLEC2G_KLRB1F","B Cell","NK Cell","0"
"CLEC2G_KLRB1F","Macrophage","NK Cell","0"
"CLEC2I_KLRB1F","B Cell","NK Cell","0"
"CLEC2I_KLRB1F","Macrophage","NK Cell","0"
"CLEC2I_KLRB1F","NK Cell","NK Cell","0"
"CLEC2I_KLRB1F","T Cell","NK Cell","0"
"CSPG4_ITGA2_ITGB1","B Cell","NK Cell","0"
"CSPG4_ITGA2_ITGB1","Macrophage","NK Cell","0"
"CSPG4_ITGA2_ITGB1","NK Cell","NK Cell","0.01"
"CSPG4_ITGA2_ITGB1","T Cell","NK Cell","0"
"EFNA1_EPHA1","B Cell","Macrophage","0"
"EFNA1_EPHA1","B Cell","NK Cell","0"
"EFNA1_EPHA1","Macrophage","NK Cell","0"
"EFNA1_EPHA1","NK Cell","NK Cell","0"
"EFNA1_EPHA1","T Cell","NK Cell","0"
"EFNA1_EPHA1","B Cell","T Cell","0"
"EFNA1_EPHA2","B Cell","Macrophage","0"
"EFNA1_EPHA2","Macrophage","Macrophage","0"
"EFNA1_EPHA2","NK Cell","Macrophage","0"
"EFNA1_EPHA2","T Cell","Macrophage","0"
"EFNA1_EPHA3","B Cell","B Cell","0"
"EFNA1_EPHA3","Macrophage","B Cell","0.01"
"EFNA1_EPHA3","NK Cell","B Cell","0"
"EFNA1_EPHA3","T Cell","B Cell","0"
"EFNA1_EPHA3","B Cell","Macrophage","0.04"
"EFNA1_EPHA3","B Cell","NK Cell","0"
"EFNA1_EPHA3","B Cell","T Cell","0.01"
"EFNA1_EPHA4","B Cell","Macrophage","0"
"EFNA1_EPHA4","Macrophage","Macrophage","0"
"EFNA1_EPHA4","NK Cell","Macrophage","0"
"EFNA1_EPHA4","T Cell","Macrophage","0"
"EFNA3_EPHA1","B Cell","NK Cell","0"
"EFNA3_EPHA1","Macrophage","NK Cell","0"
"EFNA3_EPHA1","NK Cell","NK Cell","0"
"EFNA3_EPHA1","T Cell","NK Cell","0"
"EFNA3_EPHA2","B Cell","Macrophage","0"
"EFNA3_EPHA2","Macrophage","Macrophage","0"
"EFNA3_EPHA2","NK Cell","Macrophage","0"
"EFNA3_EPHA2","T Cell","Macrophage","0"
"EFNA3_EPHA3","B Cell","B Cell","0"
"EFNA3_EPHA3","Macrophage","B Cell","0"
"EFNA3_EPHA3","NK Cell","B Cell","0"
"EFNA3_EPHA3","T Cell","B Cell","0"
"EFNA3_EPHA4","B Cell","Macrophage","0"
"EFNA3_EPHA4","Macrophage","Macrophage","0"
"EFNA3_EPHA4","NK Cell","Macrophage","0"
"EFNA3_EPHA4","T Cell","Macrophage","0"
"EFNA4_EPHA1","T Cell","Macrophage","0.04"
"EFNA4_EPHA1","B Cell","NK Cell","0"
"EFNA4_EPHA1","Macrophage","NK Cell","0"
"EFNA4_EPHA1","NK Cell","NK Cell","0.01"
"EFNA4_EPHA1","T Cell","NK Cell","0"
"EFNA4_EPHA1","T Cell","T Cell","0.03"
"EFNA4_EPHA2","B Cell","Macrophage","0"
"EFNA4_EPHA2","Macrophage","Macrophage","0"
"EFNA4_EPHA2","NK Cell","Macrophage","0"
"EFNA4_EPHA2","T Cell","Macrophage","0"
"EFNA4_EPHA3","B Cell","B Cell","0.03"
"EFNA4_EPHA3","Macrophage","B Cell","0.01"
"EFNA4_EPHA3","NK Cell","B Cell","0.02"
"EFNA4_EPHA3","T Cell","B Cell","0"
"EFNA4_EPHA3","T Cell","NK Cell","0"
"EFNA4_EPHA4","B Cell","Macrophage","0"
"EFNA4_EPHA4","Macrophage","Macrophage","0"
"EFNA4_EPHA4","NK Cell","Macrophage","0"
"EFNA4_EPHA4","T Cell","Macrophage","0"
"EFNA5_EPHA1","B Cell","NK Cell","0"
"EFNA5_EPHA1","Macrophage","NK Cell","0"
"EFNA5_EPHA1","NK Cell","NK Cell","0"
"EFNA5_EPHA1","T Cell","NK Cell","0"
"EFNA5_EPHA2","B Cell","Macrophage","0"
"EFNA5_EPHA2","Macrophage","Macrophage","0"
"EFNA5_EPHA2","NK Cell","Macrophage","0"
"EFNA5_EPHA2","T Cell","Macrophage","0"
"EFNA5_EPHA3","B Cell","B Cell","0"
"EFNA5_EPHA3","Macrophage","B Cell","0"
"EFNA5_EPHA3","NK Cell","B Cell","0"
"EFNA5_EPHA3","T Cell","B Cell","0"
"EFNA5_EPHA4","B Cell","Macrophage","0"
"EFNA5_EPHA4","Macrophage","Macrophage","0"
"EFNA5_EPHA4","NK Cell","Macrophage","0"
"EFNA5_EPHA4","T Cell","Macrophage","0"
"EFNB1_EPHA4","B Cell","Macrophage","0"
"EFNB1_EPHA4","Macrophage","Macrophage","0"
"EFNB1_EPHA4","NK Cell","Macrophage","0"
"EFNB1_EPHA4","T Cell","Macrophage","0"
"EFNB2_EPHA4","Macrophage","Macrophage","0"
"EFNB3_EPHA4","B Cell","Macrophage","0"
"EFNB3_EPHA4","Macrophage","Macrophage","0"
"EFNB3_EPHA4","NK Cell","Macrophage","0"
"EFNB3_EPHA4","T Cell","Macrophage","0"
"EFNB3_EPHB6","B Cell","T Cell","0"
"EFNB3_EPHB6","Macrophage","T Cell","0"
"EFNB3_EPHB6","NK Cell","T Cell","0"
"EFNB3_EPHB6","T Cell","T Cell","0"
"ICAM1_ITGAL_ITGB2L","NK Cell","B Cell","0.02"
"ICAM1_ITGAL_ITGB2L","B Cell","NK Cell","0"
"ICAM1_ITGAL_ITGB2L","Macrophage","NK Cell","0"
"ICAM1_ITGAL_ITGB2L","NK Cell","NK Cell","0"
"ICAM1_ITGAL_ITGB2L","T Cell","NK Cell","0"
"ICAM1_ITGAL_ITGB2L","NK Cell","T Cell","0"
"ICAM1_ITGAM_ITGB2L","B Cell","Macrophage","0"
"ICAM1_ITGAM_ITGB2L","NK Cell","Macrophage","0"
"ICAM1_ITGAM_ITGB2L","NK Cell","NK Cell","0"
"ICAM1_SPN","B Cell","NK Cell","0"
"ICAM1_SPN","Macrophage","NK Cell","0"
"ICAM1_SPN","NK Cell","NK Cell","0"
"ICAM1_SPN","T Cell","NK Cell","0"
"ICAM1_SPN","NK Cell","T Cell","0"
"ICOSL_ICOS","B Cell","Macrophage","0"
"ICOSL_ICOS","B Cell","NK Cell","0"
"ICOSL_ICOS","B Cell","T Cell","0"
"ICOSL_CD28","B Cell","NK Cell","0"
"ICOSL_CD28","B Cell","T Cell","0"
"ICOSL_CTLA4","B Cell","B Cell","0.02"
"ICOSL_CTLA4","B Cell","Macrophage","0.04"
"ICOSL_CTLA4","B Cell","NK Cell","0.02"
"ICOSL_CTLA4","B Cell","T Cell","0"
"ITGB2L_CD226","NK Cell","NK Cell","0"
"ITGB2L_CD226","T Cell","NK Cell","0"
"ITGB2L_CD226","NK Cell","T Cell","0"
"ITGB2L_CD226","T Cell","T Cell","0"
"ITGB2L_ICAM1","NK Cell","B Cell","0"
"ITGB2L_ICAM1","NK Cell","Macrophage","0"
"ITGB2L_ICAM1","B Cell","NK Cell","0.02"
"ITGB2L_ICAM1","NK Cell","NK Cell","0"
"ITGB2L_ICAM1","T Cell","NK Cell","0"
"ITGB2L_ICAM1","NK Cell","T Cell","0"
"JAM2_ITGA3_ITGB1","Macrophage","Macrophage","0"
"JAM2_ITGA3_ITGB1","Macrophage","NK Cell","0"
"JAM2_ITGA3_ITGB1","Macrophage","T Cell","0"
"JAM2_ITGAV_ITGB1","Macrophage","Macrophage","0"
"JAM2_ITGAV_ITGB1","Macrophage","NK Cell","0"
"JAM2_ITGAV_ITGB1","Macrophage","T Cell","0.04"
"F11R_F11R",NA,NA,NA
"F11R_F11R","F11R_F11R","F11R_F11R","F11R_F11R"
"F11R_JAM2","B Cell","Macrophage","0"
"F11R_JAM2","Macrophage","Macrophage","0"
"F11R_JAM2","NK Cell","Macrophage","0"
"F11R_JAM2","T Cell","Macrophage","0"
"JAM2_F11R","Macrophage","B Cell","0"
"JAM2_F11R","Macrophage","Macrophage","0"
"JAM2_F11R","Macrophage","NK Cell","0"
"JAM2_F11R","Macrophage","T Cell","0"
"JAM2_JAM2","Macrophage","Macrophage","0"
"L1CAM_ITGAV_ITGB3","NK Cell","Macrophage","0.02"
"L1CAM_ITGAV_ITGB3","T Cell","Macrophage","0.02"
"L1CAM_ITGAV_ITGB3","NK Cell","T Cell","0"
"L1CAM_ITGAV_ITGB3","T Cell","T Cell","0"
"L1CAM_L1CAM","NK Cell","NK Cell","0"
"L1CAM_L1CAM","T Cell","NK Cell","0"
"L1CAM_L1CAM","NK Cell","T Cell","0"
"L1CAM_L1CAM","T Cell","T Cell","0"
"LAIR1_PIRA2","Macrophage","B Cell","0"
"LAIR1_PIRA2","Macrophage","Macrophage","0"
"LAIR1_PIRA2","NK Cell","Macrophage","0"
"MAG_MAG","NK Cell","Macrophage","0"
"MAG_MAG","Macrophage","NK Cell","0"
"MAG_MAG","NK Cell","NK Cell","0"
"H2-Q10_CD8A","NK Cell","B Cell","0"
"H2-Q10_CD8A","NK Cell","Macrophage","0"
"H2-Q10_CD8A","NK Cell","NK Cell","0"
"H2-Q10_CD8A","NK Cell","T Cell","0"
"H2-Q10_CD8A","T Cell","T Cell","0"
"H2-Q2_CD8A","B Cell","T Cell","0"
"H2-Q2_CD8A","Macrophage","T Cell","0"
"H2-Q2_CD8A","NK Cell","T Cell","0"
"H2-Q2_CD8A","T Cell","T Cell","0"
"H2-T22_CD8A","T Cell","Macrophage","0.02"
"H2-T22_CD8A","B Cell","T Cell","0"
"H2-T22_CD8A","Macrophage","T Cell","0.02"
"H2-T22_CD8A","NK Cell","T Cell","0"
"H2-T22_CD8A","T Cell","T Cell","0"
"H2-T24_CD8A","B Cell","Macrophage","0"
"H2-T24_CD8A","B Cell","T Cell","0"
"H2-T24_CD8A","Macrophage","T Cell","0.01"
"H2-T24_CD8A","NK Cell","T Cell","0.01"
"H2-T24_CD8A","T Cell","T Cell","0"
"H2-T10_CD8A","T Cell","Macrophage","0.03"
"H2-T10_CD8A","B Cell","T Cell","0"
"H2-T10_CD8A","NK Cell","T Cell","0"
"H2-T10_CD8A","T Cell","T Cell","0"
"H2-M10.3_CD8A","B Cell","T Cell","0"
"H2-M10.3_CD8A","Macrophage","T Cell","0"
"H2-M10.3_CD8A","NK Cell","T Cell","0"
"H2-M10.3_CD8A","T Cell","T Cell","0"
"GM10499_CD8A","Macrophage","B Cell","0.02"
"GM10499_CD8A","Macrophage","Macrophage","0"
"GM10499_CD8A","Macrophage","T Cell","0"
"GM10499_CD8A","NK Cell","T Cell","0"
"GM10499_CD8A","T Cell","T Cell","0"
"H2-Q4_CD8A","B Cell","T Cell","0"
"H2-Q4_CD8A","NK Cell","T Cell","0"
"H2-Q4_CD8A","T Cell","T Cell","0"
"H2-T-PS_CD8A","B Cell","T Cell","0"
"H2-T-PS_CD8A","NK Cell","T Cell","0"
"H2-T-PS_CD8A","T Cell","T Cell","0"
"H2-M5_CD8A","B Cell","T Cell","0"
"H2-M5_CD8A","Macrophage","T Cell","0"
"H2-M5_CD8A","NK Cell","T Cell","0"
"H2-M5_CD8A","T Cell","T Cell","0"
"GM7030_CD8A","B Cell","T Cell","0"
"GM7030_CD8A","Macrophage","T Cell","0"
"GM7030_CD8A","NK Cell","T Cell","0"
"GM7030_CD8A","T Cell","T Cell","0"
"H2-Q10_CD8B1","B Cell","T Cell","0"
"H2-Q10_CD8B1","NK Cell","T Cell","0"
"H2-Q10_CD8B1","T Cell","T Cell","0"
"H2-Q2_CD8B1","B Cell","T Cell","0"
"H2-Q2_CD8B1","Macrophage","T Cell","0"
"H2-Q2_CD8B1","NK Cell","T Cell","0"
"H2-Q2_CD8B1","T Cell","T Cell","0"
"H2-T22_CD8B1","B Cell","T Cell","0"
"H2-T22_CD8B1","Macrophage","T Cell","0"
"H2-T22_CD8B1","NK Cell","T Cell","0"
"H2-T22_CD8B1","T Cell","T Cell","0"
"H2-T24_CD8B1","B Cell","T Cell","0"
"H2-T24_CD8B1","Macrophage","T Cell","0"
"H2-T24_CD8B1","NK Cell","T Cell","0"
"H2-T24_CD8B1","T Cell","T Cell","0"
"H2-T10_CD8B1","B Cell","T Cell","0"
"H2-T10_CD8B1","NK Cell","T Cell","0"
"H2-T10_CD8B1","T Cell","T Cell","0"
"H2-M10.3_CD8B1","B Cell","T Cell","0"
"H2-M10.3_CD8B1","Macrophage","T Cell","0"
"H2-M10.3_CD8B1","NK Cell","T Cell","0"
"H2-M10.3_CD8B1","T Cell","T Cell","0"
"GM10499_CD8B1","B Cell","T Cell","0"
"GM10499_CD8B1","Macrophage","T Cell","0"
"GM10499_CD8B1","NK Cell","T Cell","0"
"GM10499_CD8B1","T Cell","T Cell","0"
"H2-Q4_CD8B1","B Cell","T Cell","0"
"H2-Q4_CD8B1","Macrophage","T Cell","0.02"
"H2-Q4_CD8B1","NK Cell","T Cell","0"
"H2-Q4_CD8B1","T Cell","T Cell","0"
"H2-T-PS_CD8B1","B Cell","T Cell","0"
"H2-T-PS_CD8B1","Macrophage","T Cell","0.02"
"H2-T-PS_CD8B1","NK Cell","T Cell","0"
"H2-T-PS_CD8B1","T Cell","T Cell","0"
"H2-M5_CD8B1","B Cell","T Cell","0"
"H2-M5_CD8B1","Macrophage","T Cell","0"
"H2-M5_CD8B1","NK Cell","T Cell","0"
"H2-M5_CD8B1","T Cell","T Cell","0"
"GM7030_CD8B1","B Cell","T Cell","0"
"GM7030_CD8B1","Macrophage","T Cell","0"
"GM7030_CD8B1","NK Cell","T Cell","0"
"GM7030_CD8B1","T Cell","T Cell","0"
"ULBP1_KLRK1","B Cell","NK Cell","0"
"ULBP1_KLRK1","Macrophage","NK Cell","0"
"ULBP1_KLRK1","NK Cell","NK Cell","0"
"ULBP1_KLRK1","T Cell","NK Cell","0"
"H2-DMB1_CD4","B Cell","T Cell","0"
"H2-DMB1_CD4","Macrophage","T Cell","0"
"H2-DMB2_CD4","B Cell","T Cell","0"
"NCAM1_NCAM1","B Cell","B Cell","0"
"NCAM1_NCAM1","Macrophage","B Cell","0"
"NCAM1_NCAM1","NK Cell","B Cell","0"
"NCAM1_NCAM1","T Cell","B Cell","0"
"NCAM1_NCAM1","B Cell","Macrophage","0"
"NCAM1_NCAM1","B Cell","NK Cell","0"
"NCAM1_NCAM1","B Cell","T Cell","0"
"NCAM1_L1CAM","B Cell","NK Cell","0"
"NCAM1_L1CAM","Macrophage","NK Cell","0"
"NCAM1_L1CAM","NK Cell","NK Cell","0"
"NCAM1_L1CAM","T Cell","NK Cell","0.04"
"NCAM1_L1CAM","B Cell","T Cell","0"
"NCAM1_L1CAM","Macrophage","T Cell","0.01"
"NCAM1_L1CAM","NK Cell","T Cell","0.01"
"NCAM1_L1CAM","T Cell","T Cell","0.01"
"NECTIN1_CD96","Macrophage","NK Cell","0"
"NECTIN1_CD96","B Cell","T Cell","0"
"NECTIN1_CD96","Macrophage","T Cell","0"
"NECTIN1_NECTIN4","B Cell","Macrophage","0"
"NECTIN1_NECTIN4","Macrophage","Macrophage","0"
"NECTIN1_NECTIN4","T Cell","Macrophage","0"
"NECTIN2_CD226","Macrophage","NK Cell","0"
"NECTIN2_CD226","Macrophage","T Cell","0"
"NECTIN2_TIGIT","B Cell","NK Cell","0"
"NECTIN2_TIGIT","Macrophage","NK Cell","0"
"NECTIN2_TIGIT","NK Cell","NK Cell","0"
"NECTIN2_TIGIT","T Cell","NK Cell","0"
"ULBP1_KLRK1_HCST","B Cell","NK Cell","0"
"ULBP1_KLRK1_HCST","Macrophage","NK Cell","0"
"ULBP1_KLRK1_HCST","NK Cell","NK Cell","0"
"ULBP1_KLRK1_HCST","T Cell","NK Cell","0"
"DLL1_NOTCH3","NK Cell","B Cell","0"
"DLL1_NOTCH3","NK Cell","Macrophage","0"
"DLL1_NOTCH3","B Cell","NK Cell","0.04"
"DLL1_NOTCH3","NK Cell","NK Cell","0"
"DLL1_NOTCH3","B Cell","T Cell","0.02"
"DLL1_NOTCH3","NK Cell","T Cell","0"
"DLL1_NOTCH4","B Cell","B Cell","0.04"
"DLL1_NOTCH4","NK Cell","B Cell","0"
"DLL1_NOTCH4","NK Cell","Macrophage","0.01"
"DLL1_NOTCH4","B Cell","NK Cell","0.03"
"DLL1_NOTCH4","NK Cell","NK Cell","0"
"DLL1_NOTCH4","B Cell","T Cell","0"
"DLL1_NOTCH4","NK Cell","T Cell","0"
"DLL3_NOTCH3","B Cell","T Cell","0"
"DLL3_NOTCH3","NK Cell","T Cell","0.03"
"DLL3_NOTCH4","B Cell","B Cell","0.03"
"DLL3_NOTCH4","B Cell","NK Cell","0.02"
"DLL3_NOTCH4","B Cell","T Cell","0"
"DLL3_NOTCH4","Macrophage","T Cell","0"
"DLL3_NOTCH4","NK Cell","T Cell","0"
"DLL3_NOTCH4","T Cell","T Cell","0"
"JAG1_NOTCH3","Macrophage","B Cell","0"
"JAG1_NOTCH3","Macrophage","Macrophage","0"
"JAG1_NOTCH3","Macrophage","NK Cell","0"
"JAG1_NOTCH3","Macrophage","T Cell","0"
"JAG1_NOTCH4","Macrophage","B Cell","0"
"JAG1_NOTCH4","Macrophage","Macrophage","0"
"JAG1_NOTCH4","Macrophage","NK Cell","0"
"JAG1_NOTCH4","Macrophage","T Cell","0"
"JAG2_NOTCH3","T Cell","B Cell","0"
"JAG2_NOTCH3","T Cell","Macrophage","0"
"JAG2_NOTCH3","T Cell","NK Cell","0"
"JAG2_NOTCH3","T Cell","T Cell","0"
"JAG2_NOTCH4","T Cell","B Cell","0"
"JAG2_NOTCH4","T Cell","Macrophage","0.02"
"JAG2_NOTCH4","T Cell","NK Cell","0"
"JAG2_NOTCH4","T Cell","T Cell","0"
"OCLN_OCLN","Macrophage","Macrophage","0"
"PDCD1LG2_PDCD1","B Cell","T Cell","0"
"PDCD1LG2_PDCD1","NK Cell","T Cell","0"
"PDCD1LG2_PDCD1","T Cell","T Cell","0"
"PTPRM_PTPRM","Macrophage","Macrophage","0"
"PVR_CD226","Macrophage","NK Cell","0"
"PVR_CD226","T Cell","NK Cell","0"
"PVR_CD226","Macrophage","T Cell","0"
"PVR_CD226","T Cell","T Cell","0"
"PVR_TIGIT","B Cell","NK Cell","0.03"
"PVR_TIGIT","Macrophage","NK Cell","0"
"PVR_TIGIT","NK Cell","NK Cell","0"
"PVR_TIGIT","T Cell","NK Cell","0"
"SELE_GLG1","B Cell","B Cell","0.01"
"SELE_GLG1","B Cell","Macrophage","0"
"SELE_GLG1","T Cell","Macrophage","0"
"SELE_GLG1","B Cell","NK Cell","0.01"
"SELE_GLG1","B Cell","T Cell","0"
"SELE_GLG1","T Cell","T Cell","0.01"
"SEMA4A_NRP1_PLXNA1","Macrophage","Macrophage","0"
"SEMA4A_NRP1_PLXNA1","NK Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA1","T Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA2","Macrophage","Macrophage","0.03"
"SEMA4A_NRP1_PLXNA2","NK Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA2","T Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA3","NK Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA3","NK Cell","NK Cell","0.03"
"SEMA4A_NRP1_PLXNA3","NK Cell","T Cell","0"
"SEMA4A_NRP1_PLXNA4","Macrophage","Macrophage","0"
"SEMA4A_NRP1_PLXNA4","NK Cell","Macrophage","0"
"SEMA4A_NRP1_PLXNA4","T Cell","Macrophage","0"
"SEMA4A_PLXNB1","NK Cell","B Cell","0"
"SEMA4A_PLXNB1","NK Cell","NK Cell","0"
"SEMA4A_PLXNB1","NK Cell","T Cell","0"
"SEMA4A_PLXNB1","T Cell","T Cell","0"
"SEMA4A_PLXNB3","NK Cell","Macrophage","0"
"SEMA4A_PLXNB3","T Cell","Macrophage","0"
"SEMA4A_PLXNB3","NK Cell","NK Cell","0"
"SEMA4A_TIMD2","NK Cell","B Cell","0"
"SEMA4A_TIMD2","T Cell","B Cell","0"
"SEMA4A_TIMD2","NK Cell","Macrophage","0"
"SEMA4A_TIMD2","NK Cell","NK Cell","0"
"SEMA4A_TIMD2","NK Cell","T Cell","0"
"SEMA5A_PLXNA1","B Cell","Macrophage","0"
"SEMA5A_PLXNA1","Macrophage","Macrophage","0"
"SEMA5A_PLXNA1","B Cell","T Cell","0.01"
"SEMA5B_PLXNA1","B Cell","Macrophage","0"
"SEMA5B_PLXNA1","Macrophage","Macrophage","0"
"SEMA5B_PLXNA1","NK Cell","Macrophage","0"
"SEMA5B_PLXNA1","T Cell","Macrophage","0"
"SEMA5A_PLXNA3","B Cell","B Cell","0"
"SEMA5A_PLXNA3","Macrophage","B Cell","0"
"SEMA5A_PLXNA3","B Cell","Macrophage","0.01"
"SEMA5A_PLXNA3","B Cell","NK Cell","0"
"SEMA5A_PLXNA3","Macrophage","NK Cell","0.03"
"SEMA5A_PLXNA3","B Cell","T Cell","0"
"SEMA5A_PLXNA3","Macrophage","T Cell","0"
"SEMA5B_PLXNA3","B Cell","B Cell","0"
"SEMA5B_PLXNA3","Macrophage","B Cell","0.01"
"SEMA5B_PLXNA3","NK Cell","B Cell","0.03"
"SEMA5B_PLXNA3","T Cell","B Cell","0"
"SEMA5B_PLXNA3","B Cell","NK Cell","0"
"SEMA5B_PLXNA3","B Cell","T Cell","0"
"SEMA5A_PLXNB3","B Cell","Macrophage","0"
"SEMA5A_PLXNB3","Macrophage","Macrophage","0"
"SEMA5A_PLXNB3","B Cell","NK Cell","0"
"SEMA6D_PLXNA1_KDR","Macrophage","Macrophage","0"
"SEMA6D_PLXNA1_KDR","Macrophage","T Cell","0"
"SEMA6D_PLXNA1_TREM2","Macrophage","Macrophage","0"
"SEMA6D_PLXNA1_TREM2","NK Cell","Macrophage","0"
"SEMA6D_PLXNA1","Macrophage","Macrophage","0"
"SEMA6D_PLXNA1","NK Cell","Macrophage","0"
"SEMA6A_PLXNA2","NK Cell","B Cell","0"
"SEMA6A_PLXNA2","NK Cell","Macrophage","0"
"SEMA6A_PLXNA2","NK Cell","NK Cell","0"
"SEMA6A_PLXNA2","NK Cell","T Cell","0"
"SEMA6B_PLXNA2","Macrophage","B Cell","0"
"SEMA6B_PLXNA2","Macrophage","Macrophage","0"
"SEMA6B_PLXNA2","Macrophage","NK Cell","0"
"SEMA6B_PLXNA2","Macrophage","T Cell","0"
"SEMA6A_PLXNA4","B Cell","Macrophage","0"
"SEMA6A_PLXNA4","Macrophage","Macrophage","0.01"
"SEMA6A_PLXNA4","NK Cell","Macrophage","0"
"SEMA6A_PLXNA4","T Cell","Macrophage","0.01"
"SEMA6B_PLXNA4","B Cell","Macrophage","0"
"SEMA6B_PLXNA4","Macrophage","Macrophage","0"
"SIGLEC1_SPN","Macrophage","NK Cell","0"
"SIGLEC1_SPN","Macrophage","T Cell","0"
"TIGIT_NECTIN2","NK Cell","B Cell","0"
"TIGIT_NECTIN2","NK Cell","Macrophage","0"
"TIGIT_NECTIN2","NK Cell","NK Cell","0"
"TIGIT_NECTIN2","NK Cell","T Cell","0"
"TIGIT_PVR","NK Cell","B Cell","0.03"
"TIGIT_PVR","NK Cell","Macrophage","0"
"TIGIT_PVR","NK Cell","NK Cell","0"
"TIGIT_PVR","NK Cell","T Cell","0"
