"","interaction","cell1","cell2","p-value"
"28593","NMB_NMBR","T Cell","Eosinophil","0"
"28594","NMB_NMBR","ab T Cell","gd T cells","0"
"28595","NMB_NMBR","B Cell","gd T cells","0"
"28596","NMB_NMBR","Basophils","gd T cells","0"
"28597","NMB_NMBR","Eosinophil","gd T cells","0"
"28598","NMB_NMBR","gd T cells","gd T cells","0"
"28599","NMB_NMBR","Granulocytes","gd T cells","0.01"
"28600","NMB_NMBR","Innate Lymphocytes","gd T cells","0"
"28601","NMB_NMBR","Macrophage","gd T cells","0.02"
"28602","NMB_NMBR","Mast Cells","gd T cells","0"
"28603","NMB_NMBR","NK Cell","gd T cells","0"
"28604","NMB_NMBR","Stem Cells","gd T cells","0.01"
"28605","NMB_NMBR","Stromal Cells","gd T cells","0"
"28606","NMB_NMBR","T Cell","gd T cells","0"
"28607","NMB_NMBR","ab T Cell","Granulocytes","0"
"28608","NMB_NMBR","B Cell","Granulocytes","0"
"28609","NMB_NMBR","Basophils","Granulocytes","0"
"28610","NMB_NMBR","Dendritic Cell","Granulocytes","0.04"
"28611","NMB_NMBR","Eosinophil","Granulocytes","0"
"28612","NMB_NMBR","gd T cells","Granulocytes","0"
"28613","NMB_NMBR","Granulocytes","Granulocytes","0.01"
"28614","NMB_NMBR","Innate Lymphocytes","Granulocytes","0"
"28615","NMB_NMBR","Macrophage","Granulocytes","0.02"
"28616","NMB_NMBR","Mast Cells","Granulocytes","0"
"28617","NMB_NMBR","NK Cell","Granulocytes","0"
"28618","NMB_NMBR","Stem Cells","Granulocytes","0.01"
"28619","NMB_NMBR","Stromal Cells","Granulocytes","0"
"28620","NMB_NMBR","T Cell","Granulocytes","0"
"28621","NMB_NMBR","ab T Cell","Innate Lymphocytes","0"
"28622","NMB_NMBR","B Cell","Innate Lymphocytes","0"
"28623","NMB_NMBR","Basophils","Innate Lymphocytes","0"
"28624","NMB_NMBR","Eosinophil","Innate Lymphocytes","0"
"28625","NMB_NMBR","gd T cells","Innate Lymphocytes","0"
"28626","NMB_NMBR","Granulocytes","Innate Lymphocytes","0.01"
"28627","NMB_NMBR","Innate Lymphocytes","Innate Lymphocytes","0"
"28628","NMB_NMBR","Mast Cells","Innate Lymphocytes","0"
"28629","NMB_NMBR","NK Cell","Innate Lymphocytes","0"
"28630","NMB_NMBR","Stromal Cells","Innate Lymphocytes","0"
"28631","NMB_NMBR","T Cell","Innate Lymphocytes","0"
"28632","NMB_NMBR","ab T Cell","Macrophage","0"
"28633","NMB_NMBR","Basophils","Macrophage","0.04"
"28634","NMB_NMBR","Eosinophil","Macrophage","0"
"28635","NMB_NMBR","gd T cells","Macrophage","0"
"28636","NMB_NMBR","Innate Lymphocytes","Macrophage","0"
"28637","NMB_NMBR","Mast Cells","Macrophage","0"
"28638","NMB_NMBR","NK Cell","Macrophage","0"
"28639","NMB_NMBR","ab T Cell","Mast Cells","0"
"28640","NMB_NMBR","Basophils","Mast Cells","0.04"
"28641","NMB_NMBR","Eosinophil","Mast Cells","0"
"28642","NMB_NMBR","gd T cells","Mast Cells","0.03"
"28643","NMB_NMBR","Innate Lymphocytes","Mast Cells","0"
"28644","NMB_NMBR","Mast Cells","Mast Cells","0"
"28645","NMB_NMBR","ab T Cell","Microglia","0"
"28646","NMB_NMBR","Basophils","Microglia","0.02"
"28647","NMB_NMBR","Eosinophil","Microglia","0"
"28648","NMB_NMBR","gd T cells","Microglia","0"
"28649","NMB_NMBR","Innate Lymphocytes","Microglia","0"
"28650","NMB_NMBR","Mast Cells","Microglia","0"
"28651","NMB_NMBR","NK Cell","Microglia","0.01"
"28652","NMB_NMBR","Stromal Cells","Microglia","0.02"
"28653","NMB_NMBR","ab T Cell","Monocyte","0"
"28654","NMB_NMBR","Basophils","Monocyte","0.02"
"28655","NMB_NMBR","Eosinophil","Monocyte","0"
"28656","NMB_NMBR","gd T cells","Monocyte","0"
"28657","NMB_NMBR","Innate Lymphocytes","Monocyte","0"
"28658","NMB_NMBR","Mast Cells","Monocyte","0"
"28659","NMB_NMBR","NK Cell","Monocyte","0"
"28660","NMB_NMBR","Stromal Cells","Monocyte","0.03"
"28661","NMB_NMBR","ab T Cell","NK Cell","0"
"28662","NMB_NMBR","Basophils","NK Cell","0.03"
"28663","NMB_NMBR","Eosinophil","NK Cell","0"
"28664","NMB_NMBR","gd T cells","NK Cell","0.01"
"28665","NMB_NMBR","Innate Lymphocytes","NK Cell","0"
"28666","NMB_NMBR","Mast Cells","NK Cell","0"
"28667","NMB_NMBR","NK Cell","NK Cell","0.01"
"28668","NMB_NMBR","ab T Cell","Stem Cells","0"
"28669","NMB_NMBR","Basophils","Stem Cells","0.02"
"28670","NMB_NMBR","Eosinophil","Stem Cells","0"
"28671","NMB_NMBR","gd T cells","Stem Cells","0"
"28672","NMB_NMBR","Innate Lymphocytes","Stem Cells","0"
"28673","NMB_NMBR","Mast Cells","Stem Cells","0"
"28674","NMB_NMBR","NK Cell","Stem Cells","0.01"
"28675","NMB_NMBR","Stromal Cells","Stem Cells","0.03"
"28676","NMB_NMBR","ab T Cell","Stromal Cells","0"
"28677","NMB_NMBR","B Cell","Stromal Cells","0"
"28678","NMB_NMBR","Basophils","Stromal Cells","0"
"28679","NMB_NMBR","Eosinophil","Stromal Cells","0"
"28680","NMB_NMBR","gd T cells","Stromal Cells","0"
"28681","NMB_NMBR","Granulocytes","Stromal Cells","0.01"
"28682","NMB_NMBR","Innate Lymphocytes","Stromal Cells","0"
"28683","NMB_NMBR","Mast Cells","Stromal Cells","0"
"28684","NMB_NMBR","NK Cell","Stromal Cells","0"
"28685","NMB_NMBR","Stromal Cells","Stromal Cells","0.01"
"28686","NMB_NMBR","T Cell","Stromal Cells","0"
"28687","NMB_NMBR","ab T Cell","T Cell","0"
"28688","NMB_NMBR","Basophils","T Cell","0.02"
"28689","NMB_NMBR","Eosinophil","T Cell","0"
"28690","NMB_NMBR","gd T cells","T Cell","0"
"28691","NMB_NMBR","Innate Lymphocytes","T Cell","0"
"28692","NMB_NMBR","Mast Cells","T Cell","0"
"28693","NMB_NMBR","NK Cell","T Cell","0"
"28694","NMB_NMBR","Stromal Cells","T Cell","0.04"
"28695","EDN1_EDNRA","Microglia","ab T Cell","0.01"
"28696","EDN1_EDNRA","Stromal Cells","ab T Cell","0"
"28697","EDN1_EDNRA","Microglia","B Cell","0"
"28698","EDN1_EDNRA","Stromal Cells","B Cell","0"
"28699","EDN1_EDNRA","Microglia","Dendritic Cell","0"
"28700","EDN1_EDNRA","Monocyte","Dendritic Cell","0.02"
"28701","EDN1_EDNRA","Stromal Cells","Dendritic Cell","0"
"28702","EDN1_EDNRA","Microglia","Eosinophil","0"
"28703","EDN1_EDNRA","Stromal Cells","Eosinophil","0"
"28704","EDN1_EDNRA","Microglia","gd T cells","0"
"28705","EDN1_EDNRA","Stromal Cells","gd T cells","0"
"28706","EDN1_EDNRA","ab T Cell","Granulocytes","0.01"
"28707","EDN1_EDNRA","B Cell","Granulocytes","0.01"
"28708","EDN1_EDNRA","Basophils","Granulocytes","0.02"
"28709","EDN1_EDNRA","Dendritic Cell","Granulocytes","0.01"
"28710","EDN1_EDNRA","Eosinophil","Granulocytes","0.01"
"28711","EDN1_EDNRA","gd T cells","Granulocytes","0.01"
"28712","EDN1_EDNRA","Granulocytes","Granulocytes","0.01"
"28713","EDN1_EDNRA","Innate Lymphocytes","Granulocytes","0.01"
"28714","EDN1_EDNRA","Macrophage","Granulocytes","0.01"
"28715","EDN1_EDNRA","Mast Cells","Granulocytes","0.01"
"28716","EDN1_EDNRA","Microglia","Granulocytes","0"
"28717","EDN1_EDNRA","Monocyte","Granulocytes","0.01"
"28718","EDN1_EDNRA","NK Cell","Granulocytes","0.01"
"28719","EDN1_EDNRA","Stem Cells","Granulocytes","0.01"
"28720","EDN1_EDNRA","Stromal Cells","Granulocytes","0"
"28721","EDN1_EDNRA","T Cell","Granulocytes","0.01"
"28722","EDN1_EDNRA","Microglia","Innate Lymphocytes","0"
"28723","EDN1_EDNRA","Monocyte","Innate Lymphocytes","0.04"
"28724","EDN1_EDNRA","Stromal Cells","Innate Lymphocytes","0"
"28725","EDN1_EDNRA","Macrophage","Macrophage","0"
"28726","EDN1_EDNRA","Microglia","Macrophage","0"
"28727","EDN1_EDNRA","Monocyte","Macrophage","0"
"28728","EDN1_EDNRA","Stromal Cells","Macrophage","0"
"28729","EDN1_EDNRA","ab T Cell","Mast Cells","0"
"28730","EDN1_EDNRA","B Cell","Mast Cells","0"
"28731","EDN1_EDNRA","Basophils","Mast Cells","0"
"28732","EDN1_EDNRA","Dendritic Cell","Mast Cells","0"
"28733","EDN1_EDNRA","Eosinophil","Mast Cells","0"
"28734","EDN1_EDNRA","gd T cells","Mast Cells","0"
"28735","EDN1_EDNRA","Granulocytes","Mast Cells","0"
"28736","EDN1_EDNRA","Innate Lymphocytes","Mast Cells","0"
"28737","EDN1_EDNRA","Macrophage","Mast Cells","0"
"28738","EDN1_EDNRA","Mast Cells","Mast Cells","0"
"28739","EDN1_EDNRA","Microglia","Mast Cells","0"
"28740","EDN1_EDNRA","Monocyte","Mast Cells","0"
"28741","EDN1_EDNRA","NK Cell","Mast Cells","0"
"28742","EDN1_EDNRA","Stem Cells","Mast Cells","0"
"28743","EDN1_EDNRA","Stromal Cells","Mast Cells","0"
"28744","EDN1_EDNRA","T Cell","Mast Cells","0"
"28745","EDN1_EDNRA","Microglia","Microglia","0.01"
"28746","EDN1_EDNRA","Stromal Cells","Microglia","0"
"28747","EDN1_EDNRA","Microglia","Monocyte","0"
"28748","EDN1_EDNRA","Stromal Cells","Monocyte","0"
"28749","EDN1_EDNRA","Microglia","NK Cell","0.01"
"28750","EDN1_EDNRA","Stromal Cells","NK Cell","0"
"28751","EDN1_EDNRA","Microglia","Stem Cells","0"
"28752","EDN1_EDNRA","Stromal Cells","Stem Cells","0"
"28753","EDN1_EDNRA","ab T Cell","Stromal Cells","0"
"28754","EDN1_EDNRA","B Cell","Stromal Cells","0"
"28755","EDN1_EDNRA","Basophils","Stromal Cells","0"
"28756","EDN1_EDNRA","Dendritic Cell","Stromal Cells","0"
"28757","EDN1_EDNRA","Eosinophil","Stromal Cells","0"
"28758","EDN1_EDNRA","gd T cells","Stromal Cells","0"
"28759","EDN1_EDNRA","Granulocytes","Stromal Cells","0"
"28760","EDN1_EDNRA","Innate Lymphocytes","Stromal Cells","0"
"28761","EDN1_EDNRA","Macrophage","Stromal Cells","0"
"28762","EDN1_EDNRA","Mast Cells","Stromal Cells","0"
"28763","EDN1_EDNRA","Microglia","Stromal Cells","0"
"28764","EDN1_EDNRA","Monocyte","Stromal Cells","0"
"28765","EDN1_EDNRA","NK Cell","Stromal Cells","0"
"28766","EDN1_EDNRA","Stem Cells","Stromal Cells","0"
"28767","EDN1_EDNRA","Stromal Cells","Stromal Cells","0"
"28768","EDN1_EDNRA","T Cell","Stromal Cells","0"
"28769","EDN1_EDNRA","Microglia","T Cell","0.01"
"28770","EDN1_EDNRA","Stromal Cells","T Cell","0"
"28771","GAL_GALR1","Granulocytes","ab T Cell","0.03"
"28772","GAL_GALR1","Macrophage","ab T Cell","0"
"28773","GAL_GALR1","Monocyte","ab T Cell","0"
"28774","GAL_GALR1","Stromal Cells","ab T Cell","0.01"
"28775","GAL_GALR1","Granulocytes","B Cell","0.03"
"28776","GAL_GALR1","Macrophage","B Cell","0"
"28777","GAL_GALR1","Monocyte","B Cell","0"
"28778","GAL_GALR1","Stromal Cells","B Cell","0.01"
"28779","GAL_GALR1","Granulocytes","Basophils","0.04"
"28780","GAL_GALR1","Monocyte","Basophils","0.03"
"28781","GAL_GALR1","Stromal Cells","Basophils","0.02"
"28782","GAL_GALR1","Granulocytes","Dendritic Cell","0.03"
"28783","GAL_GALR1","Macrophage","Dendritic Cell","0"
"28784","GAL_GALR1","Monocyte","Dendritic Cell","0"
"28785","GAL_GALR1","Stromal Cells","Dendritic Cell","0.01"
"28786","GAL_GALR1","Dendritic Cell","Eosinophil","0.02"
"28787","GAL_GALR1","Granulocytes","Eosinophil","0.01"
"28788","GAL_GALR1","Macrophage","Eosinophil","0"
"28789","GAL_GALR1","Monocyte","Eosinophil","0"
"28790","GAL_GALR1","Stromal Cells","Eosinophil","0.01"
"28791","GAL_GALR1","Granulocytes","gd T cells","0.03"
"28792","GAL_GALR1","Macrophage","gd T cells","0"
"28793","GAL_GALR1","Monocyte","gd T cells","0"
"28794","GAL_GALR1","Stromal Cells","gd T cells","0.01"
"28795","GAL_GALR1","Dendritic Cell","Granulocytes","0.01"
"28796","GAL_GALR1","Granulocytes","Granulocytes","0.01"
"28797","GAL_GALR1","Macrophage","Granulocytes","0"
"28798","GAL_GALR1","Monocyte","Granulocytes","0"
"28799","GAL_GALR1","Stromal Cells","Granulocytes","0.01"
"28800","GAL_GALR1","Granulocytes","Innate Lymphocytes","0.03"
"28801","GAL_GALR1","Macrophage","Innate Lymphocytes","0"
"28802","GAL_GALR1","Monocyte","Innate Lymphocytes","0"
"28803","GAL_GALR1","Stromal Cells","Innate Lymphocytes","0.01"
"28804","GAL_GALR1","Granulocytes","Macrophage","0.03"
"28805","GAL_GALR1","Macrophage","Macrophage","0"
"28806","GAL_GALR1","Monocyte","Macrophage","0"
"28807","GAL_GALR1","Stromal Cells","Macrophage","0.01"
"28808","GAL_GALR1","Granulocytes","Mast Cells","0.03"
"28809","GAL_GALR1","Macrophage","Mast Cells","0"
"28810","GAL_GALR1","Monocyte","Mast Cells","0"
"28811","GAL_GALR1","Stromal Cells","Mast Cells","0.01"
"28812","GAL_GALR1","Granulocytes","Microglia","0.03"
"28813","GAL_GALR1","Macrophage","Microglia","0.01"
"28814","GAL_GALR1","Monocyte","Microglia","0"
"28815","GAL_GALR1","Stromal Cells","Microglia","0.01"
"28816","GAL_GALR1","Granulocytes","Monocyte","0.03"
"28817","GAL_GALR1","Macrophage","Monocyte","0"
"28818","GAL_GALR1","Monocyte","Monocyte","0"
"28819","GAL_GALR1","Stromal Cells","Monocyte","0.01"
"28820","GAL_GALR1","Granulocytes","NK Cell","0.03"
"28821","GAL_GALR1","Macrophage","NK Cell","0"
"28822","GAL_GALR1","Monocyte","NK Cell","0"
"28823","GAL_GALR1","Stromal Cells","NK Cell","0.01"
"28824","GAL_GALR1","Granulocytes","Stem Cells","0.03"
"28825","GAL_GALR1","Macrophage","Stem Cells","0"
"28826","GAL_GALR1","Monocyte","Stem Cells","0"
"28827","GAL_GALR1","Stromal Cells","Stem Cells","0.01"
"28828","GAL_GALR1","Dendritic Cell","Stromal Cells","0.04"
"28829","GAL_GALR1","Granulocytes","Stromal Cells","0.03"
"28830","GAL_GALR1","Macrophage","Stromal Cells","0"
"28831","GAL_GALR1","Monocyte","Stromal Cells","0"
"28832","GAL_GALR1","Stromal Cells","Stromal Cells","0.01"
"28833","GAL_GALR1","Granulocytes","T Cell","0.03"
"28834","GAL_GALR1","Macrophage","T Cell","0"
"28835","GAL_GALR1","Monocyte","T Cell","0"
"28836","GAL_GALR1","Stromal Cells","T Cell","0.01"
"28837","GAL_GALR2","Granulocytes","ab T Cell","0.03"
"28838","GAL_GALR2","Macrophage","ab T Cell","0.01"
"28839","GAL_GALR2","Monocyte","ab T Cell","0"
"28840","GAL_GALR2","Stromal Cells","ab T Cell","0.01"
"28841","GAL_GALR2","Monocyte","B Cell","0.04"
"28842","GAL_GALR2","Stromal Cells","B Cell","0.02"
"28843","GAL_GALR2","ab T Cell","Basophils","0"
"28844","GAL_GALR2","B Cell","Basophils","0"
"28845","GAL_GALR2","Dendritic Cell","Basophils","0"
"28846","GAL_GALR2","gd T cells","Basophils","0"
"28847","GAL_GALR2","Granulocytes","Basophils","0.01"
"28848","GAL_GALR2","Innate Lymphocytes","Basophils","0.01"
"28849","GAL_GALR2","Macrophage","Basophils","0"
"28850","GAL_GALR2","Mast Cells","Basophils","0"
"28851","GAL_GALR2","Microglia","Basophils","0.01"
"28852","GAL_GALR2","Monocyte","Basophils","0"
"28853","GAL_GALR2","NK Cell","Basophils","0.01"
"28854","GAL_GALR2","Stem Cells","Basophils","0.01"
"28855","GAL_GALR2","Stromal Cells","Basophils","0.01"
"28856","GAL_GALR2","T Cell","Basophils","0"
"28857","GAL_GALR2","Granulocytes","Dendritic Cell","0.04"
"28858","GAL_GALR2","Macrophage","Dendritic Cell","0"
"28859","GAL_GALR2","Monocyte","Dendritic Cell","0"
"28860","GAL_GALR2","Stromal Cells","Dendritic Cell","0.01"
"28861","GAL_GALR2","Dendritic Cell","gd T cells","0.01"
"28862","GAL_GALR2","Granulocytes","gd T cells","0.01"
"28863","GAL_GALR2","Macrophage","gd T cells","0"
"28864","GAL_GALR2","Monocyte","gd T cells","0"
"28865","GAL_GALR2","Stromal Cells","gd T cells","0.01"
"28866","GAL_GALR2","Monocyte","Innate Lymphocytes","0.04"
"28867","GAL_GALR2","Stromal Cells","Innate Lymphocytes","0.03"
"28868","GAL_GALR2","Granulocytes","Macrophage","0.03"
"28869","GAL_GALR2","Macrophage","Macrophage","0"
"28870","GAL_GALR2","Monocyte","Macrophage","0"
"28871","GAL_GALR2","Stromal Cells","Macrophage","0.01"
"28872","GAL_GALR2","Stromal Cells","Mast Cells","0.03"
"28873","GAL_GALR2","Granulocytes","Microglia","0.02"
"28874","GAL_GALR2","Macrophage","Microglia","0.04"
"28875","GAL_GALR2","Monocyte","Microglia","0"
"28876","GAL_GALR2","Stromal Cells","Microglia","0.02"
"28877","GAL_GALR2","Dendritic Cell","Monocyte","0.01"
"28878","GAL_GALR2","Granulocytes","Monocyte","0.02"
"28879","GAL_GALR2","Macrophage","Monocyte","0"
"28880","GAL_GALR2","Monocyte","Monocyte","0"
"28881","GAL_GALR2","Stromal Cells","Monocyte","0.01"
"28882","GAL_GALR2","Monocyte","NK Cell","0.02"
"28883","GAL_GALR2","Stromal Cells","NK Cell","0.02"
"28884","GAL_GALR2","Stromal Cells","Stem Cells","0.03"
"28885","GAL_GALR2","Dendritic Cell","Stromal Cells","0"
"28886","GAL_GALR2","Granulocytes","Stromal Cells","0.01"
"28887","GAL_GALR2","Macrophage","Stromal Cells","0"
"28888","GAL_GALR2","Monocyte","Stromal Cells","0"
"28889","GAL_GALR2","Stromal Cells","Stromal Cells","0.01"
"28890","GAL_GALR2","Monocyte","T Cell","0"
"28891","GAL_GALR2","Stromal Cells","T Cell","0.01"
"28892","GAL_GALR3","Dendritic Cell","ab T Cell","0"
"28893","GAL_GALR3","Granulocytes","ab T Cell","0.02"
"28894","GAL_GALR3","Macrophage","ab T Cell","0"
"28895","GAL_GALR3","Monocyte","ab T Cell","0"
"28896","GAL_GALR3","Stromal Cells","ab T Cell","0.01"
"28897","GAL_GALR3","Granulocytes","B Cell","0.03"
"28898","GAL_GALR3","Macrophage","B Cell","0"
"28899","GAL_GALR3","Monocyte","B Cell","0"
"28900","GAL_GALR3","Stromal Cells","B Cell","0.01"
"28901","GAL_GALR3","Monocyte","Basophils","0.04"
"28902","GAL_GALR3","Stromal Cells","Basophils","0.04"
"28903","GAL_GALR3","Granulocytes","Dendritic Cell","0.03"
"28904","GAL_GALR3","Macrophage","Dendritic Cell","0"
"28905","GAL_GALR3","Monocyte","Dendritic Cell","0"
"28906","GAL_GALR3","Stromal Cells","Dendritic Cell","0.01"
"28907","GAL_GALR3","Granulocytes","Eosinophil","0.03"
"28908","GAL_GALR3","Macrophage","Eosinophil","0.01"
"28909","GAL_GALR3","Monocyte","Eosinophil","0.01"
"28910","GAL_GALR3","Stromal Cells","Eosinophil","0.01"
"28911","GAL_GALR3","Granulocytes","gd T cells","0.03"
"28912","GAL_GALR3","Macrophage","gd T cells","0"
"28913","GAL_GALR3","Monocyte","gd T cells","0"
"28914","GAL_GALR3","Stromal Cells","gd T cells","0.01"
"28915","GAL_GALR3","Granulocytes","Granulocytes","0.04"
"28916","GAL_GALR3","Macrophage","Granulocytes","0.02"
"28917","GAL_GALR3","Monocyte","Granulocytes","0"
"28918","GAL_GALR3","Stromal Cells","Granulocytes","0.01"
"28919","GAL_GALR3","Granulocytes","Innate Lymphocytes","0.03"
"28920","GAL_GALR3","Macrophage","Innate Lymphocytes","0"
"28921","GAL_GALR3","Monocyte","Innate Lymphocytes","0"
"28922","GAL_GALR3","Stromal Cells","Innate Lymphocytes","0.01"
"28923","GAL_GALR3","Granulocytes","Macrophage","0.03"
"28924","GAL_GALR3","Macrophage","Macrophage","0"
"28925","GAL_GALR3","Monocyte","Macrophage","0"
"28926","GAL_GALR3","Stromal Cells","Macrophage","0.01"
"28927","GAL_GALR3","Granulocytes","Mast Cells","0.03"
"28928","GAL_GALR3","Macrophage","Mast Cells","0"
"28929","GAL_GALR3","Monocyte","Mast Cells","0"
"28930","GAL_GALR3","Stromal Cells","Mast Cells","0.01"
"28931","GAL_GALR3","Granulocytes","Microglia","0.03"
"28932","GAL_GALR3","Macrophage","Microglia","0.01"
"28933","GAL_GALR3","Monocyte","Microglia","0"
"28934","GAL_GALR3","Stromal Cells","Microglia","0.01"
"28935","GAL_GALR3","Granulocytes","Monocyte","0.03"
"28936","GAL_GALR3","Macrophage","Monocyte","0"
"28937","GAL_GALR3","Monocyte","Monocyte","0"
"28938","GAL_GALR3","Stromal Cells","Monocyte","0.01"
"28939","GAL_GALR3","Granulocytes","NK Cell","0.03"
"28940","GAL_GALR3","Macrophage","NK Cell","0"
"28941","GAL_GALR3","Monocyte","NK Cell","0"
"28942","GAL_GALR3","Stromal Cells","NK Cell","0.01"
"28943","GAL_GALR3","ab T Cell","Stem Cells","0"
"28944","GAL_GALR3","B Cell","Stem Cells","0"
"28945","GAL_GALR3","Dendritic Cell","Stem Cells","0"
"28946","GAL_GALR3","gd T cells","Stem Cells","0.01"
"28947","GAL_GALR3","Granulocytes","Stem Cells","0.01"
"28948","GAL_GALR3","Innate Lymphocytes","Stem Cells","0"
"28949","GAL_GALR3","Macrophage","Stem Cells","0"
"28950","GAL_GALR3","Mast Cells","Stem Cells","0.01"
"28951","GAL_GALR3","Microglia","Stem Cells","0.01"
"28952","GAL_GALR3","Monocyte","Stem Cells","0"
"28953","GAL_GALR3","NK Cell","Stem Cells","0.01"
"28954","GAL_GALR3","Stem Cells","Stem Cells","0.01"
"28955","GAL_GALR3","Stromal Cells","Stem Cells","0.01"
"28956","GAL_GALR3","T Cell","Stem Cells","0"
"28957","GAL_GALR3","Granulocytes","Stromal Cells","0.03"
"28958","GAL_GALR3","Macrophage","Stromal Cells","0"
"28959","GAL_GALR3","Monocyte","Stromal Cells","0"
"28960","GAL_GALR3","Stromal Cells","Stromal Cells","0.01"
"28961","GAL_GALR3","Granulocytes","T Cell","0.03"
"28962","GAL_GALR3","Macrophage","T Cell","0"
"28963","GAL_GALR3","Monocyte","T Cell","0"
"28964","GAL_GALR3","Stromal Cells","T Cell","0.01"
"28965","POMC_MC3R","ab T Cell","ab T Cell","0"
"28966","POMC_MC3R","Dendritic Cell","ab T Cell","0"
"28967","POMC_MC3R","Innate Lymphocytes","ab T Cell","0"
"28968","POMC_MC3R","Mast Cells","ab T Cell","0.01"
"28969","POMC_MC3R","Microglia","ab T Cell","0"
"28970","POMC_MC3R","Stromal Cells","ab T Cell","0"
"28971","POMC_MC3R","ab T Cell","B Cell","0"
"28972","POMC_MC3R","Dendritic Cell","B Cell","0"
"28973","POMC_MC3R","Innate Lymphocytes","B Cell","0"
"28974","POMC_MC3R","Mast Cells","B Cell","0.01"
"28975","POMC_MC3R","Microglia","B Cell","0"
"28976","POMC_MC3R","Stromal Cells","B Cell","0"
"28977","POMC_MC3R","Innate Lymphocytes","Basophils","0.02"
"28978","POMC_MC3R","Stromal Cells","Basophils","0.01"
"28979","POMC_MC3R","ab T Cell","Dendritic Cell","0"
"28980","POMC_MC3R","Dendritic Cell","Dendritic Cell","0"
"28981","POMC_MC3R","Innate Lymphocytes","Dendritic Cell","0"
"28982","POMC_MC3R","Mast Cells","Dendritic Cell","0.01"
"28983","POMC_MC3R","Microglia","Dendritic Cell","0"
"28984","POMC_MC3R","Stromal Cells","Dendritic Cell","0"
"28985","POMC_MC3R","ab T Cell","Eosinophil","0"
"28986","POMC_MC3R","B Cell","Eosinophil","0"
"28987","POMC_MC3R","Basophils","Eosinophil","0"
"28988","POMC_MC3R","Dendritic Cell","Eosinophil","0"
"28989","POMC_MC3R","Eosinophil","Eosinophil","0.02"
"28990","POMC_MC3R","gd T cells","Eosinophil","0"
"28991","POMC_MC3R","Granulocytes","Eosinophil","0"
"28992","POMC_MC3R","Innate Lymphocytes","Eosinophil","0"
"28993","POMC_MC3R","Macrophage","Eosinophil","0"
"28994","POMC_MC3R","Mast Cells","Eosinophil","0"
"28995","POMC_MC3R","Microglia","Eosinophil","0"
"28996","POMC_MC3R","Monocyte","Eosinophil","0"
"28997","POMC_MC3R","NK Cell","Eosinophil","0"
"28998","POMC_MC3R","Stem Cells","Eosinophil","0"
"28999","POMC_MC3R","Stromal Cells","Eosinophil","0"
"29000","POMC_MC3R","T Cell","Eosinophil","0"
"29001","POMC_MC3R","ab T Cell","gd T cells","0"
"29002","POMC_MC3R","B Cell","gd T cells","0.03"
"29003","POMC_MC3R","Dendritic Cell","gd T cells","0"
"29004","POMC_MC3R","Innate Lymphocytes","gd T cells","0"
"29005","POMC_MC3R","Macrophage","gd T cells","0.01"
"29006","POMC_MC3R","Mast Cells","gd T cells","0"
"29007","POMC_MC3R","Microglia","gd T cells","0"
"29008","POMC_MC3R","Stem Cells","gd T cells","0.04"
"29009","POMC_MC3R","Stromal Cells","gd T cells","0"
"29010","POMC_MC3R","ab T Cell","Granulocytes","0.03"
"29011","POMC_MC3R","Dendritic Cell","Granulocytes","0.01"
"29012","POMC_MC3R","Innate Lymphocytes","Granulocytes","0"
"29013","POMC_MC3R","Mast Cells","Granulocytes","0.03"
"29014","POMC_MC3R","Microglia","Granulocytes","0.03"
"29015","POMC_MC3R","Stromal Cells","Granulocytes","0"
"29016","POMC_MC3R","ab T Cell","Innate Lymphocytes","0"
